robot_count,task_complexity,communication_delay,swarm_density,obstacle_density,battery_level,signal_strength,formation_type,terrain_roughness,task_deadline,robot_speed,sensor_range,collision_probability,energy_efficiency,coordination_overhead,mission_success
25,4.6,103.5,0.14,8.7,89.2,-39.8,Wedge,6.2,282.9,4.49,22.2,0.003,0.57,7.0,1
48,4.0,168.0,4.62,26.1,31.2,-72.4,Circle,5.0,200.6,4.2,38.1,0.454,0.93,9.8,1
32,6.1,67.1,0.37,22.4,33.8,-88.2,Circle,8.8,209.2,4.0,40.7,0.091,0.76,34.3,1
42,8.8,37.1,1.4,12.7,21.5,-114.6,Grid,4.5,230.3,3.02,10.9,0.224,1.32,23.4,1
47,1.7,496.1,2.62,21.3,83.8,-58.6,Random,6.9,108.9,1.49,3.3,0.106,1.25,23.5,0
27,1.7,327.8,2.45,26.0,47.1,-94.9,Line,5.2,173.5,4.48,40.3,0.109,1.34,22.5,0
50,8.7,271.0,3.06,29.3,41.3,-115.0,Grid,6.3,88.4,2.09,21.7,0.418,1.15,8.7,1
6,2.9,382.7,2.45,28.6,98.3,-60.1,Random,1.4,252.0,0.59,8.0,0.293,1.3,9.7,0
21,7.0,420.0,4.68,9.8,93.4,-76.3,Wedge,5.2,183.8,4.92,5.2,0.156,0.94,38.0,0
42,5.9,403.4,1.28,12.7,97.5,-118.9,Line,6.0,80.6,4.38,32.4,0.126,1.18,28.9,1
12,8.5,8.3,1.44,3.3,22.8,-110.0,Random,5.4,270.9,3.3,29.6,0.106,0.53,3.6,1
34,2.1,93.4,4.61,7.4,90.2,-57.1,Random,8.6,178.4,0.56,42.8,0.277,1.38,8.9,1
39,2.2,327.5,0.48,26.5,39.6,-114.3,Grid,3.8,153.6,1.52,2.5,0.365,1.18,25.1,0
28,6.0,187.9,3.09,10.8,11.1,-42.1,Random,9.0,20.0,2.53,43.6,0.127,1.37,11.3,1
35,9.5,491.2,3.44,18.6,45.2,-92.0,Circle,4.6,273.8,3.33,44.5,0.166,1.27,10.1,1
16,4.7,332.7,2.58,20.0,55.8,-112.0,Random,7.3,286.2,3.69,22.9,0.36,0.79,8.1,1
33,3.9,478.3,3.5,23.5,19.7,-51.6,Line,1.8,173.2,4.05,4.8,0.369,0.77,7.4,0
22,6.5,100.7,0.95,5.5,58.4,-72.8,Random,2.8,138.3,3.0,47.4,0.104,1.3,24.5,1
47,9.4,432.0,4.28,9.1,83.8,-92.4,Wedge,7.9,114.3,3.45,4.5,0.191,0.68,36.2,0
6,8.5,160.7,0.79,13.5,44.0,-83.5,Circle,1.1,87.7,4.15,29.9,0.435,0.61,14.4,0
7,10.0,494.8,2.06,10.9,41.7,-118.1,Line,9.7,176.6,3.74,25.2,0.37,0.52,4.9,0
39,1.2,78.8,0.47,29.5,40.5,-60.4,Line,2.7,47.1,4.8,41.9,0.081,0.8,5.0,1
23,2.0,258.2,2.77,25.0,93.1,-87.1,Grid,9.1,276.6,4.44,25.6,0.193,0.6,37.3,0
19,6.5,396.4,3.38,14.4,14.4,-55.7,Grid,5.6,61.0,1.26,24.0,0.487,1.3,21.1,0
15,8.4,216.3,4.71,26.4,50.1,-63.5,Circle,6.1,226.2,4.76,44.2,0.263,0.98,18.7,1
11,3.6,234.0,3.72,10.4,33.8,-61.4,Line,1.8,99.0,1.42,48.2,0.36,0.75,35.6,0
47,3.2,493.2,2.75,23.6,90.4,-48.6,Wedge,4.3,75.6,4.96,27.9,0.046,1.1,20.3,1
14,8.1,212.7,4.67,6.7,18.6,-63.2,Random,2.4,171.8,3.66,23.3,0.416,0.57,19.2,1
32,1.5,302.0,2.44,23.2,47.0,-82.3,Random,5.7,231.9,3.32,41.7,0.302,1.23,37.1,0
31,4.3,27.3,2.85,13.7,46.6,-84.9,Random,6.0,220.8,1.96,41.7,0.088,1.0,19.0,1
4,5.6,421.1,3.02,3.2,90.0,-109.2,Grid,7.4,77.8,1.1,16.6,0.19,0.51,15.6,0
31,6.0,324.1,2.11,8.2,29.4,-49.9,Line,8.9,105.8,1.07,29.2,0.042,0.82,23.3,0
7,7.6,202.0,4.21,12.1,68.0,-51.5,Line,5.2,262.0,4.4,8.6,0.389,1.25,39.1,0
30,4.2,8.1,1.01,22.5,22.1,-97.8,Wedge,3.1,219.7,2.45,32.1,0.372,0.69,38.6,0
9,6.5,295.8,2.82,2.2,95.9,-42.4,Grid,4.0,216.7,3.02,41.9,0.245,1.46,31.0,1
45,6.3,6.3,3.64,19.8,63.4,-67.0,Wedge,8.6,88.0,4.69,10.2,0.226,1.4,20.0,1
46,5.9,0.6,4.53,21.5,66.4,-76.9,Line,2.3,239.7,1.65,16.8,0.232,1.28,35.3,1
44,6.8,308.0,4.43,19.6,49.0,-118.4,Random,6.6,113.9,3.94,23.0,0.019,0.58,16.8,1
45,3.3,94.5,2.59,22.8,40.8,-85.6,Grid,1.1,126.4,2.62,42.4,0.184,0.85,25.6,1
34,1.8,95.9,3.25,5.3,29.1,-62.3,Grid,3.2,93.4,1.46,36.8,0.064,0.8,7.2,1
18,2.1,326.6,2.03,17.6,64.4,-111.9,Grid,6.3,45.2,4.34,16.5,0.092,0.64,26.5,0
49,3.0,26.8,2.39,28.2,95.9,-78.6,Random,5.1,131.9,3.56,12.9,0.481,1.5,11.0,1
12,5.5,156.7,4.54,18.3,42.4,-30.6,Grid,5.4,14.9,0.93,35.1,0.131,0.65,30.9,0
14,8.6,74.7,4.66,18.3,89.5,-55.5,Circle,6.9,142.2,2.94,24.5,0.242,0.82,16.6,1
12,7.3,290.1,4.49,22.1,23.4,-70.8,Grid,3.1,220.3,4.33,30.1,0.444,1.38,15.9,0
32,8.1,330.9,0.78,10.0,94.3,-72.0,Random,3.5,288.6,0.8,32.8,0.207,0.64,29.9,1
29,4.2,360.6,4.27,21.0,41.5,-116.1,Grid,7.2,32.8,2.37,28.4,0.264,0.97,17.0,0
45,4.6,127.6,4.75,27.5,44.2,-33.8,Circle,5.8,91.6,4.12,31.0,0.084,1.48,28.6,1
7,4.5,44.6,1.87,0.3,51.7,-36.5,Circle,1.1,153.3,4.36,44.5,0.143,0.75,34.2,1
42,2.7,39.3,2.64,26.1,74.6,-58.6,Grid,7.0,59.4,3.99,43.5,0.253,1.2,5.5,1
17,1.6,213.1,3.92,6.6,74.8,-111.1,Line,6.6,43.9,1.88,8.3,0.182,0.58,19.2,0
5,6.3,472.9,2.85,13.7,53.2,-101.3,Line,1.7,141.2,2.78,29.7,0.019,1.1,37.8,0
36,9.9,108.9,4.97,25.6,57.1,-103.4,Wedge,7.7,178.4,3.84,22.5,0.2,0.84,32.5,1
49,2.5,128.4,2.33,24.7,12.7,-73.2,Circle,5.7,247.9,1.19,15.0,0.408,1.2,38.9,0
27,1.4,50.4,3.6,26.8,37.4,-101.3,Line,2.8,299.4,3.18,31.9,0.058,0.93,34.4,1
13,8.0,302.8,3.98,28.2,41.1,-57.4,Wedge,6.0,234.5,3.74,26.0,0.009,0.8,12.4,1
12,3.3,339.9,2.52,13.4,60.3,-70.9,Line,6.4,74.2,4.32,39.0,0.059,1.05,7.2,1
38,8.5,321.5,4.3,19.7,60.2,-118.4,Grid,9.3,226.9,1.0,5.6,0.343,0.64,8.4,1
26,7.3,430.6,2.78,11.7,73.9,-53.0,Circle,7.7,165.8,1.98,15.8,0.397,1.31,8.7,0
19,9.5,243.2,2.12,10.5,74.5,-103.0,Line,3.7,140.7,2.94,2.3,0.024,1.25,3.0,1
20,4.7,67.2,0.63,12.9,31.2,-45.8,Grid,2.1,281.4,3.65,37.6,0.444,1.04,36.3,0
24,7.0,144.7,2.03,22.3,79.3,-88.0,Wedge,8.7,213.6,3.79,45.7,0.314,0.87,20.1,1
39,5.2,331.2,3.7,15.0,11.8,-89.5,Grid,8.6,207.7,1.64,29.8,0.259,1.42,4.1,1
19,6.7,306.6,4.61,24.4,74.5,-118.9,Wedge,2.6,13.4,0.56,31.2,0.127,1.13,30.5,1
27,5.0,265.5,1.33,22.4,19.2,-31.1,Line,1.6,260.9,3.62,3.3,0.186,0.78,13.0,0
7,2.7,341.5,1.84,0.6,75.7,-64.9,Random,7.4,240.1,4.59,25.7,0.473,1.31,2.8,1
5,5.6,318.7,0.85,18.9,57.4,-82.0,Grid,7.5,96.7,4.09,26.8,0.456,1.14,7.6,0
45,5.8,440.7,3.48,13.1,49.4,-111.3,Random,2.6,94.7,3.3,2.9,0.313,0.63,26.3,0
30,8.3,293.0,4.8,13.7,72.2,-57.1,Circle,7.0,25.5,4.9,39.3,0.289,0.61,31.8,1
35,7.6,389.3,3.24,24.6,13.3,-94.6,Random,3.5,24.7,2.45,14.6,0.105,1.44,10.1,1
18,7.0,124.4,3.12,16.4,30.1,-31.1,Circle,3.3,203.9,2.86,36.4,0.477,0.79,23.1,0
44,2.0,339.1,2.81,26.6,65.5,-34.5,Line,3.9,64.0,0.56,20.7,0.378,1.16,0.0,0
44,7.5,451.1,0.53,21.4,86.2,-53.8,Line,5.7,277.8,4.76,49.8,0.191,0.54,11.1,1
17,5.5,192.9,3.67,16.6,44.3,-32.6,Grid,8.2,254.3,3.13,11.4,0.408,1.06,7.3,0
3,9.0,389.6,3.05,22.6,33.3,-110.5,Random,5.5,111.2,2.26,3.9,0.106,0.73,3.1,0
35,9.3,362.4,3.34,1.2,56.7,-94.8,Circle,3.7,120.2,0.7,49.0,0.107,0.64,19.4,1
9,1.5,29.8,4.5,0.8,66.0,-97.2,Circle,9.0,104.9,2.13,12.9,0.395,1.27,25.2,0
14,8.4,290.8,3.94,2.5,47.8,-113.5,Random,1.5,36.8,0.52,32.1,0.28,1.31,1.9,1
43,1.3,65.1,3.93,13.1,88.9,-32.5,Line,8.2,19.1,1.96,19.4,0.278,1.22,5.5,1
9,4.3,483.7,4.64,7.1,57.1,-114.6,Line,8.1,141.1,4.78,32.3,0.287,0.51,37.3,0
31,5.9,405.7,4.95,29.5,13.2,-42.9,Circle,3.3,283.5,1.19,30.2,0.063,0.78,8.9,0
33,2.3,54.9,2.95,16.3,30.1,-50.9,Grid,2.8,276.0,2.95,35.7,0.175,0.86,30.4,1
37,7.7,60.9,0.63,19.9,50.6,-86.2,Line,8.9,244.9,1.34,1.9,0.287,1.19,29.9,0
48,1.1,297.2,2.35,8.4,72.8,-118.3,Wedge,6.0,192.3,4.03,42.0,0.124,1.26,12.9,1
31,2.5,172.4,3.96,9.7,29.8,-119.5,Circle,1.4,258.3,3.03,24.5,0.252,1.13,8.2,1
2,6.2,17.5,0.24,10.1,97.9,-101.6,Random,9.0,159.4,1.41,26.4,0.279,1.29,9.8,1
44,7.4,270.8,0.38,21.0,38.7,-75.6,Random,4.1,62.2,4.4,21.1,0.471,0.93,22.6,0
40,9.2,193.9,0.43,14.2,57.9,-78.8,Circle,4.1,208.4,4.03,49.5,0.123,1.04,15.2,1
18,7.3,50.5,3.68,15.5,11.7,-67.3,Circle,6.8,277.0,4.78,40.3,0.22,0.56,19.8,1
21,7.0,401.0,2.56,17.8,89.6,-50.5,Line,7.0,15.7,0.5,16.3,0.491,0.93,32.5,0
25,4.5,457.5,1.91,23.1,81.0,-86.0,Circle,4.2,82.9,2.56,39.4,0.093,0.93,20.1,0
23,1.0,378.3,0.62,2.7,27.6,-105.6,Circle,2.3,87.0,5.0,22.4,0.39,1.11,39.8,0
30,2.1,411.2,3.69,23.3,94.0,-48.0,Wedge,6.0,38.7,4.15,43.6,0.089,0.88,26.6,0
23,5.8,108.2,1.67,16.9,38.4,-90.1,Random,6.6,75.4,4.24,2.5,0.425,0.74,8.3,0
45,7.1,131.8,1.4,20.1,72.3,-94.2,Line,8.7,121.4,3.3,18.4,0.244,0.74,20.0,1
10,4.8,104.3,3.3,9.8,83.7,-51.2,Grid,5.4,282.6,3.71,22.1,0.486,0.63,32.5,0
38,7.6,382.5,2.84,12.3,76.7,-35.9,Line,6.8,259.5,4.12,37.5,0.085,1.2,8.7,1
11,5.7,474.0,1.88,6.9,92.6,-37.7,Random,1.5,284.3,0.92,9.9,0.344,1.12,29.2,0
37,1.7,358.4,3.24,29.4,87.8,-107.6,Grid,9.1,45.0,3.62,15.0,0.348,1.08,1.3,0
38,2.7,440.7,1.43,14.9,99.5,-74.7,Circle,3.9,18.1,4.17,36.5,0.359,1.03,37.7,0
29,8.6,319.3,3.99,29.9,26.4,-111.6,Wedge,6.7,41.9,0.68,4.8,0.05,0.87,26.5,0
29,7.5,193.8,1.22,14.7,37.4,-33.5,Wedge,9.2,275.1,1.84,10.9,0.144,1.27,6.5,0
43,9.1,212.9,0.88,6.6,67.3,-100.6,Random,8.3,55.7,1.96,37.9,0.169,1.42,35.0,1
44,2.1,37.7,3.93,15.2,76.0,-102.2,Random,6.7,176.1,4.35,43.9,0.162,0.94,3.3,1
22,9.9,15.7,3.57,1.2,58.1,-40.0,Wedge,7.3,76.0,4.01,36.7,0.338,0.91,16.2,1
25,2.9,347.7,0.99,27.1,16.7,-32.9,Grid,9.3,16.0,3.45,26.8,0.027,0.66,29.5,0
43,1.1,219.2,0.67,24.6,85.7,-57.2,Grid,8.3,34.5,4.12,5.9,0.365,1.17,37.5,0
41,10.0,276.1,4.21,21.8,96.5,-109.1,Line,6.5,215.8,2.54,41.5,0.263,1.06,14.0,1
3,3.5,278.8,3.91,18.3,46.5,-76.3,Circle,6.9,62.9,4.44,7.1,0.086,1.49,33.2,0
9,7.0,138.7,1.7,17.4,30.2,-46.5,Grid,2.3,76.5,1.55,19.9,0.113,1.08,7.9,0
49,2.6,237.9,3.33,29.9,11.7,-68.5,Circle,5.2,119.4,3.67,3.5,0.049,0.79,1.4,1
28,6.2,235.4,0.71,8.3,31.4,-108.1,Random,3.7,200.6,1.59,35.8,0.23,1.06,1.2,1
23,9.1,194.2,2.58,23.4,73.0,-104.5,Grid,4.9,146.1,0.68,25.7,0.297,1.48,26.3,1
38,3.9,410.3,0.19,17.4,92.0,-42.2,Grid,7.0,283.9,1.78,45.5,0.29,1.22,6.2,1
28,7.0,225.6,2.02,29.3,18.4,-72.6,Grid,2.3,135.9,2.72,7.8,0.481,0.63,2.0,0
30,2.7,301.8,0.47,24.8,59.8,-56.5,Line,1.2,67.7,4.3,41.1,0.148,0.84,39.1,0
4,6.6,447.8,2.43,30.0,72.6,-86.4,Random,4.6,165.5,2.79,26.0,0.381,0.8,9.7,0
45,4.0,433.1,2.17,17.6,34.9,-72.1,Wedge,3.9,140.8,1.31,18.9,0.362,1.36,18.5,0
14,2.9,445.2,2.28,6.1,61.3,-32.1,Line,4.8,238.3,4.97,32.5,0.031,1.11,24.5,0
46,3.8,135.0,0.32,15.1,74.4,-90.3,Line,9.4,281.2,1.72,39.7,0.465,1.31,5.8,1
11,2.6,17.5,1.87,21.3,85.4,-59.3,Grid,7.4,252.5,4.93,22.6,0.466,0.68,14.3,0
37,9.1,130.5,3.81,23.2,50.7,-104.5,Line,3.9,122.8,4.71,12.4,0.198,1.41,25.9,1
10,4.6,139.4,1.91,0.0,77.3,-109.0,Wedge,2.6,72.7,2.94,45.9,0.209,0.56,25.6,1
28,3.2,454.7,3.6,15.2,37.2,-49.5,Line,6.6,275.2,0.91,16.3,0.41,0.87,33.7,0
35,5.0,324.6,1.91,7.1,29.2,-44.0,Line,6.9,121.9,3.63,49.9,0.248,0.51,17.5,0
2,3.9,40.9,2.17,26.2,26.9,-59.9,Grid,5.4,233.4,4.31,38.6,0.4,0.68,35.6,0
33,7.7,67.7,2.86,4.6,42.3,-105.8,Random,2.9,297.0,2.5,34.7,0.018,1.46,27.3,1
26,9.7,77.8,4.76,20.0,13.2,-98.3,Wedge,1.3,177.5,1.58,1.6,0.125,0.58,22.5,1
30,4.9,315.2,0.63,8.0,35.5,-38.0,Grid,3.4,149.2,4.11,23.0,0.046,0.65,4.7,1
8,8.7,367.7,0.26,10.7,68.7,-94.0,Line,5.1,213.0,2.95,25.6,0.227,1.42,23.0,0
50,6.1,429.8,3.08,28.2,68.3,-46.3,Wedge,8.1,66.2,1.39,19.4,0.427,1.21,23.8,0
4,2.4,470.3,4.75,7.2,16.6,-94.3,Circle,8.7,151.6,4.77,8.3,0.285,0.91,30.4,0
21,7.2,100.9,4.95,2.9,35.9,-35.4,Line,4.7,100.6,4.77,19.0,0.26,0.57,28.8,0
21,5.6,154.9,2.47,2.1,61.3,-37.7,Random,8.2,57.6,2.15,4.7,0.183,1.29,21.2,0
31,6.9,120.2,2.39,15.1,38.7,-116.1,Line,9.9,186.9,0.79,15.3,0.032,0.99,23.7,1
36,9.0,179.4,3.26,19.3,47.6,-50.7,Random,7.4,177.0,3.34,5.1,0.383,0.82,30.9,0
36,5.0,457.3,2.82,9.8,74.2,-104.7,Circle,7.6,230.7,1.93,37.9,0.285,0.86,14.1,1
50,9.1,287.6,3.21,20.7,10.8,-100.6,Grid,9.2,263.2,0.8,33.9,0.465,1.01,5.4,1
40,7.8,369.1,4.38,1.8,34.9,-78.6,Grid,4.0,73.9,4.51,47.1,0.216,1.05,35.0,1
28,5.4,245.1,3.76,25.7,22.8,-68.1,Grid,1.1,236.1,4.99,19.6,0.201,1.32,38.6,0
27,6.4,14.4,2.53,24.5,21.5,-90.7,Wedge,9.9,116.5,2.08,39.5,0.487,1.27,17.2,0
15,3.9,32.1,2.36,29.6,96.3,-68.2,Random,5.4,192.4,3.85,29.8,0.071,1.27,39.6,1
18,9.9,269.0,3.23,28.1,43.9,-104.6,Line,8.1,256.6,0.8,32.7,0.126,1.23,12.9,1
19,7.0,359.4,2.33,10.7,57.4,-118.0,Wedge,8.3,84.3,2.16,27.8,0.244,1.26,2.7,1
46,1.4,107.7,2.34,12.0,76.0,-68.6,Wedge,4.6,184.3,0.99,39.2,0.262,1.18,22.9,1
30,3.9,361.0,0.18,22.4,14.3,-73.4,Line,5.9,149.3,0.75,3.1,0.274,1.37,34.7,0
21,6.6,405.3,0.95,4.0,31.7,-57.9,Circle,5.9,239.3,3.15,4.9,0.106,1.06,24.7,0
28,1.5,205.9,2.49,9.4,84.9,-61.5,Grid,3.0,212.2,4.11,5.7,0.463,1.02,0.4,1
19,1.2,373.2,4.13,3.6,87.6,-39.2,Circle,2.1,233.2,2.54,15.1,0.352,1.2,0.5,1
5,5.1,202.0,1.47,13.6,43.6,-78.6,Circle,5.9,93.5,2.86,30.0,0.129,0.67,29.0,0
2,4.0,339.2,2.66,16.6,43.7,-119.2,Grid,2.1,214.3,1.72,32.6,0.147,1.28,33.8,0
2,4.9,382.0,1.79,6.3,78.1,-63.2,Circle,4.1,185.7,3.81,35.9,0.44,1.44,10.1,0
27,3.4,496.0,0.61,0.8,36.6,-59.2,Wedge,2.7,142.4,2.12,14.8,0.19,0.8,18.8,0
46,2.5,172.7,4.8,21.6,20.5,-73.1,Line,7.4,119.7,0.8,32.9,0.278,1.11,38.4,0
21,7.2,205.5,4.29,0.6,33.2,-58.0,Wedge,8.8,106.2,1.24,6.8,0.06,0.53,18.4,0
24,5.6,82.8,0.48,29.2,44.9,-90.9,Wedge,6.2,12.8,1.08,1.5,0.126,1.27,5.4,0
11,2.8,102.0,3.63,6.6,14.7,-106.6,Random,4.7,59.2,2.46,35.0,0.208,1.06,36.5,1
12,3.9,346.7,1.8,19.9,53.1,-60.2,Grid,10.0,27.1,0.79,36.1,0.328,1.17,19.8,0
42,6.3,458.5,4.97,13.0,76.6,-97.9,Grid,1.2,256.0,4.13,31.5,0.14,0.64,13.8,1
42,1.7,197.3,1.58,1.8,56.2,-78.9,Wedge,3.7,259.4,4.59,13.7,0.475,1.31,3.9,1
6,2.3,89.9,1.27,14.2,16.5,-75.8,Grid,3.5,255.4,1.62,46.4,0.11,0.76,18.3,0
2,1.7,142.5,2.88,15.5,49.6,-77.1,Random,4.2,247.2,2.68,43.9,0.389,1.18,30.8,0
18,8.3,227.5,4.19,25.6,73.8,-66.1,Line,3.1,74.2,2.84,26.3,0.182,1.09,28.7,0
23,7.8,145.3,1.04,22.0,15.2,-117.3,Circle,3.4,152.6,4.93,49.5,0.417,1.15,19.9,1
35,7.8,116.8,3.58,2.4,15.4,-30.9,Grid,3.3,273.3,0.8,15.6,0.462,0.55,28.8,0
46,7.4,368.0,0.4,6.3,43.4,-55.5,Wedge,5.6,230.3,3.51,25.1,0.094,1.24,14.0,1
42,7.0,3.9,4.6,9.4,27.5,-81.7,Grid,4.5,10.5,2.06,46.5,0.246,1.3,29.4,1
30,5.3,269.6,0.5,3.5,94.1,-102.8,Wedge,6.8,143.2,2.76,23.6,0.077,0.97,3.4,1
5,6.8,396.9,4.58,13.7,62.3,-112.8,Circle,5.6,13.1,1.48,24.1,0.353,0.91,8.0,0
6,1.3,133.1,2.5,29.5,35.9,-59.5,Grid,2.7,91.4,1.22,4.9,0.416,0.84,35.1,0
12,6.6,301.6,2.3,15.4,73.4,-91.5,Circle,8.3,136.4,1.6,11.4,0.195,1.43,11.7,0
22,8.0,334.5,4.87,22.3,43.7,-99.3,Wedge,5.2,268.9,0.82,8.7,0.198,1.26,8.2,1
36,5.5,327.5,4.95,20.5,21.9,-85.8,Random,2.4,199.8,1.75,28.7,0.102,1.2,3.6,1
13,4.2,222.9,3.29,25.5,31.4,-66.6,Random,2.5,115.1,3.61,16.6,0.153,1.43,15.7,0
27,3.5,173.3,0.72,6.5,67.8,-59.5,Line,8.2,152.3,3.43,4.8,0.162,0.85,2.7,0
20,6.8,418.0,2.58,22.6,14.7,-61.9,Wedge,7.3,247.0,3.0,26.0,0.078,1.13,19.9,0
46,7.2,379.2,2.69,26.4,34.5,-42.3,Wedge,5.6,96.9,0.5,33.8,0.155,1.19,36.8,0
8,8.8,160.6,2.62,5.1,28.7,-100.3,Wedge,3.8,188.4,1.07,37.1,0.454,1.5,31.5,0
48,4.1,51.5,2.89,10.4,28.1,-62.7,Random,5.1,86.1,4.29,42.0,0.163,0.93,1.6,1
8,7.9,35.9,0.19,29.1,71.4,-110.9,Random,6.7,149.2,1.72,24.6,0.137,0.9,12.0,1
27,6.1,47.1,3.59,23.4,84.3,-70.7,Random,8.9,17.2,4.6,20.1,0.192,0.58,7.5,1
41,8.9,291.4,3.59,8.5,74.4,-67.4,Grid,6.0,257.2,4.44,34.5,0.48,0.6,2.7,1
6,5.8,25.8,0.67,16.9,68.1,-100.5,Grid,3.5,24.0,1.2,1.7,0.382,1.01,4.3,0
22,5.7,168.5,2.89,12.1,92.5,-84.7,Random,1.4,75.1,4.54,32.0,0.101,0.67,36.3,1
15,6.2,376.6,2.88,14.7,15.3,-45.6,Circle,2.6,106.7,3.33,20.9,0.376,0.57,12.4,0
5,7.7,147.2,3.44,10.7,25.1,-106.6,Grid,6.9,191.3,3.34,23.2,0.383,1.46,15.7,1
24,9.7,381.7,0.52,8.4,47.3,-80.9,Grid,2.4,218.8,4.34,15.5,0.475,1.45,19.4,0
43,1.7,372.7,3.17,20.2,43.5,-36.1,Grid,5.3,33.3,2.32,7.2,0.446,0.83,29.8,0
21,1.5,122.9,1.48,23.4,47.6,-74.6,Grid,7.3,22.6,3.81,20.7,0.048,1.29,31.9,0
16,9.4,364.4,2.58,26.2,28.6,-54.7,Line,3.8,241.7,3.5,16.1,0.227,1.37,38.5,0
46,5.8,373.9,3.89,4.7,23.5,-45.6,Grid,7.0,216.5,3.97,48.0,0.351,0.96,8.4,1
30,6.5,198.7,3.56,24.7,55.8,-101.7,Circle,6.2,251.1,3.47,47.2,0.487,0.72,12.0,1
9,5.3,105.2,0.68,7.6,93.5,-100.4,Line,5.0,206.2,0.86,32.6,0.043,0.63,12.5,1
42,1.8,260.6,3.0,12.8,45.3,-51.7,Grid,9.1,227.8,1.82,45.3,0.184,0.64,17.8,1
49,7.9,460.7,4.85,27.0,13.9,-52.2,Wedge,7.2,119.9,4.73,37.8,0.246,1.3,32.3,0
20,7.7,319.8,0.87,13.6,73.6,-114.6,Line,4.2,181.2,1.51,17.9,0.207,0.88,9.6,1
49,3.8,86.5,4.28,5.9,36.2,-91.0,Grid,8.2,243.6,2.63,30.6,0.228,1.19,31.3,1
40,3.8,341.4,3.54,4.8,32.1,-84.1,Circle,7.6,59.9,2.11,11.8,0.185,1.04,8.2,1
47,8.5,213.6,3.89,14.2,39.2,-45.4,Random,8.1,132.6,0.89,34.7,0.485,0.89,28.4,0
29,1.7,295.8,1.48,22.9,75.1,-82.0,Grid,6.8,224.7,1.32,3.2,0.402,0.62,32.0,0
47,8.9,367.0,1.51,29.9,83.7,-36.7,Wedge,4.4,164.5,1.79,41.7,0.368,0.83,34.2,0
28,3.3,257.5,4.54,23.6,62.9,-30.3,Circle,4.1,207.7,2.58,29.6,0.205,1.34,20.4,0
5,6.3,407.0,1.86,26.3,39.0,-49.7,Line,6.9,94.9,4.44,3.9,0.441,1.31,13.1,0
16,9.4,361.1,0.41,22.4,37.9,-60.0,Circle,2.2,19.4,2.82,43.7,0.047,0.53,30.9,0
36,7.1,307.5,3.04,26.9,21.2,-84.7,Grid,8.4,18.5,3.43,44.0,0.072,0.64,12.8,1
38,4.7,75.4,0.71,2.3,94.0,-114.0,Wedge,4.3,283.4,2.42,42.8,0.477,1.26,5.9,1
2,7.2,418.0,4.0,27.9,67.4,-68.4,Circle,6.7,283.9,4.42,38.9,0.283,0.84,33.4,0
4,4.1,468.0,3.24,11.9,12.4,-87.4,Circle,5.5,71.3,3.48,34.2,0.08,1.14,16.4,0
48,3.5,68.5,4.39,27.6,69.6,-88.4,Random,5.7,52.8,0.91,20.4,0.475,1.06,22.8,1
25,10.0,244.1,3.95,2.3,50.2,-58.1,Random,7.6,15.3,2.65,7.7,0.487,1.15,36.7,0
28,7.8,129.4,0.65,21.5,97.5,-78.3,Grid,6.6,77.1,4.22,15.1,0.441,0.55,5.4,1
41,6.8,377.3,1.97,22.1,83.7,-52.3,Line,3.3,107.0,3.8,18.0,0.119,1.43,22.3,1
37,4.2,360.8,3.9,29.9,25.4,-84.2,Line,1.7,80.0,4.57,18.5,0.139,0.52,22.4,0
35,1.4,70.4,2.14,23.1,74.8,-106.4,Wedge,8.6,241.2,1.52,28.7,0.203,0.51,34.5,0
30,1.3,438.5,4.86,11.5,53.7,-78.5,Grid,9.0,227.3,4.9,11.2,0.29,0.73,13.7,0
25,6.0,90.5,3.71,16.7,26.8,-34.4,Line,2.5,33.5,1.78,10.3,0.496,1.49,16.0,0
25,7.9,398.6,0.18,11.0,72.9,-47.9,Circle,3.8,212.2,0.73,36.1,0.478,0.57,20.8,0
43,5.8,228.5,4.41,5.9,59.3,-101.5,Grid,3.5,161.0,2.73,1.4,0.461,1.37,6.7,1
5,8.6,164.1,0.59,7.5,12.7,-84.8,Circle,9.4,48.3,1.0,8.3,0.045,0.66,18.8,0
4,1.3,79.1,0.79,6.7,68.2,-36.5,Wedge,2.8,224.5,3.57,22.3,0.379,0.61,17.4,0
35,4.3,83.8,3.7,16.5,67.1,-108.9,Grid,2.5,35.0,4.55,8.3,0.438,1.28,7.9,1
50,3.1,330.9,4.34,27.2,23.0,-97.1,Wedge,2.6,61.4,4.65,48.0,0.167,1.35,33.3,1
24,5.0,275.2,2.73,27.4,41.4,-96.4,Random,7.6,53.3,3.23,33.8,0.11,1.29,17.2,1
24,1.7,61.0,1.52,1.6,62.7,-68.6,Wedge,9.0,282.3,2.91,22.2,0.374,0.74,12.2,0
46,9.6,56.3,1.82,2.4,22.5,-83.0,Random,4.5,212.5,4.97,6.5,0.045,1.38,5.2,1
6,3.0,36.2,1.78,7.4,86.7,-112.8,Grid,2.2,129.3,3.11,19.9,0.47,0.57,3.6,1
32,9.3,371.9,1.7,7.7,12.5,-63.4,Circle,6.3,248.4,4.67,32.9,0.078,0.84,38.4,0
42,4.8,355.9,1.29,2.8,19.3,-111.1,Circle,2.9,72.6,4.62,48.5,0.229,0.96,39.8,1
